,OCUP
724305.0,8
810305.0,8
341220.0,8
214270.0,8
376250.0,8
721405.0,8
77500.0,8
991410.0,8
415115.0,8
725605.0,8
242220.0,8
122720.0,8
632310.0,8
722310.0,8
214240.0,8
761210.0,8
841310.0,8
66300.0,8
862310.0,8
325015.0,8
241310.0,8
377140.0,8
761415.0,8
831105.0,8
395110.0,8
773210.0,8
214345.0,8
91000.0,8
712210.0,8
30105.0,8
214530.0,8
752425.0,8
724610.0,8
234115.0,8
777115.0,8
234660.0,8
823115.0,8
374310.0,8
241030.0,8
915205.0,8
223615.0,8
377125.0,8
832120.0,8
213305.0,8
234905.0,8
750205.0,8
318310.0,8
234435.0,8
623010.0,8
261810.0,8
203110.0,8
211210.0,8
253210.0,8
142110.0,7
811705.0,7
215140.0,7
762305.0,7
630105.0,7
234110.0,7
913110.0,7
341305.0,7
214325.0,7
766150.0,7
123405.0,7
232170.0,7
822105.0,7
821325.0,7
234415.0,7
342525.0,7
74100.0,7
724225.0,7
723125.0,7
811405.0,7
622120.0,7
342515.0,7
623205.0,7
342510.0,7
122715.0,7
223151.0,7
761260.0,7
715720.0,7
821255.0,7
811130.0,7
751005.0,7
643025.0,7
234770.0,7
915215.0,7
622510.0,7
910210.0,7
74700.0,7
376105.0,7
751105.0,7
342540.0,7
224105.0,7
223212.0,7
223145.0,7
731310.0,7
311610.0,7
214415.0,7
214260.0,7
722405.0,7
239215.0,7
321205.0,7
262215.0,7
31105.0,7
122605.0,7
631015.0,7
715605.0,7
821245.0,7
762220.0,7
823240.0,7
318710.0,7
77900.0,7
377145.0,7
742140.0,7
203210.0,6
766115.0,6
261615.0,6
314705.0,6
242410.0,6
223228.0,6
341230.0,6
766225.0,6
771120.0,6
223520.0,6
111340.0,6
516805.0,6
821330.0,6
24900.0,6
203515.0,6
752225.0,6
516215.0,6
239210.0,6
122505.0,6
766220.0,6
241305.0,6
311510.0,6
424120.0,6
516410.0,6
721305.0,6
811430.0,6
731105.0,6
223122.0,6
761820.0,6
374105.0,6
342545.0,6
318425.0,6
765230.0,6
203205.0,6
233125.0,6
812110.0,6
251520.0,6
724135.0,6
215310.0,6
232150.0,6
376325.0,6
98900.0,6
325305.0,6
841460.0,6
623420.0,6
374130.0,6
841815.0,6
622605.0,6
510305.0,6
711220.0,6
224115.0,6
63200.0,6
391220.0,6
23700.0,6
352420.0,6
341210.0,6
712105.0,6
223260.0,6
316115.0,6
234680.0,6
1900.0,6
141725.0,6
773330.0,6
811125.0,6
781305.0,6
316310.0,6
723105.0,6
374210.0,6
622515.0,6
111115.0,6
821420.0,6
716530.0,5
376245.0,5
831115.0,5
773410.0,5
376310.0,5
122110.0,5
311620.0,5
911125.0,5
830105.0,5
234305.0,5
213155.0,5
811505.0,5
373210.0,5
811640.0,5
612810.0,5
761351.0,5
262805.0,5
391120.0,5
325005.0,5
833115.0,5
261115.0,5
716210.0,5
141735.0,5
712110.0,5
234604.0,5
722235.0,5
376205.0,5
717025.0,5
742130.0,5
122705.0,5
842110.0,5
613010.0,5
752310.0,5
723305.0,5
810205.0,5
261210.0,5
251230.0,5
223244.0,5
821210.0,5
823235.0,5
111225.0,5
223510.0,5
376320.0,5
623410.0,5
320105.0,5
223268.0,5
762215.0,5
752115.0,5
223119.0,5
762340.0,5
352410.0,5
223535.0,5
123705.0,5
823105.0,5
811775.0,5
761336.0,5
233135.0,5
122615.0,5
613210.0,5
811760.0,5
715415.0,5
764110.0,5
731330.0,5
66900.0,5
111105.0,5
122515.0,5
632525.0,5
311110.0,5
772115.0,5
122610.0,5
352415.0,5
311405.0,5
841720.0,5
234672.0,5
752220.0,5
351515.0,4
841615.0,4
63400.0,4
63300.0,4
23200.0,4
223139.0,4
374215.0,4
131315.0,4
841705.0,4
841440.0,4
72100.0,4
761366.0,4
720145.0,4
141105.0,4
223143.0,4
214250.0,4
234628.0,4
612315.0,4
234315.0,4
35200.0,4
725320.0,4
762110.0,4
371205.0,4
612705.0,4
711125.0,4
712115.0,4
311115.0,4
74300.0,4
841305.0,4
214525.0,4
231330.0,4
223248.0,4
723115.0,4
251515.0,4
766240.0,4
232160.0,4
376210.0,4
319205.0,4
811215.0,4
111110.0,4
111320.0,4
516130.0,4
262325.0,4
223220.0,4
215215.0,4
781105.0,4
811645.0,4
848205.0,4
775120.0,4
823255.0,4
111255.0,4
422115.0,4
203525.0,4
763315.0,4
725315.0,4
782720.0,4
773505.0,4
848115.0,4
141520.0,4
752315.0,4
516710.0,4
223101.0,4
203230.0,4
234125.0,4
841740.0,4
612515.0,4
612125.0,4
623320.0,4
632005.0,4
239225.0,4
862130.0,4
768620.0,3
111335.0,3
223113.0,3
821250.0,3
213165.0,3
223127.0,3
30115.0,3
711310.0,3
234765.0,3
742110.0,3
623215.0,3
811650.0,3
234652.0,3
262825.0,3
821235.0,3
632115.0,3
720160.0,3
234455.0,3
214710.0,3
122730.0,3
214810.0,3
761363.0,3
631010.0,3
4300.0,3
203405.0,3
70200.0,3
612805.0,3
72600.0,3
811810.0,3
239420.0,3
7.0,3
811315.0,3
612740.0,3
751015.0,3
740110.0,3
781110.0,3
841472.0,3
831125.0,3
862115.0,3
234620.0,3
311520.0,3
94900.0,3
114210.0,3
328105.0,3
820115.0,3
10115.0,3
620115.0,3
223264.0,3
519920.0,3
318210.0,3
613130.0,3
66200.0,3
991110.0,3
319110.0,3
98200.0,3
848105.0,3
234750.0,3
374410.0,3
239220.0,3
842120.0,3
89300.0,3
811750.0,3
822125.0,3
223133.0,3
213160.0,3
762125.0,3
352315.0,3
261415.0,3
319105.0,3
613205.0,3
841464.0,3
773205.0,3
823320.0,3
234720.0,3
234425.0,3
841428.0,3
318430.0,3
203315.0,3
203005.0,3
241235.0,3
710115.0,3
203025.0,3
632335.0,3
111210.0,3
632505.0,3
252535.0,3
643010.0,3
731115.0,3
991120.0,3
223236.0,2
643005.0,2
341225.0,2
111215.0,2
911135.0,2
782140.0,2
861120.0,2
261620.0,2
213110.0,2
632325.0,2
316335.0,2
223108.0,2
811330.0,2
842305.0,2
234684.0,2
612115.0,2
111205.0,2
720120.0,2
316315.0,2
320110.0,2
214255.0,2
342520.0,2
113005.0,2
516605.0,2
841730.0,2
776405.0,2
203220.0,2
848605.0,2
376255.0,2
715730.0,2
742120.0,2
262820.0,2
223131.0,2
711410.0,2
811320.0,2
711330.0,2
213415.0,2
314710.0,2
214330.0,2
30110.0,2
325310.0,2
251535.0,2
712120.0,2
842215.0,2
377115.0,2
223103.0,2
773130.0,2
848215.0,2
742115.0,2
214230.0,2
768630.0,2
223252.0,2
371405.0,2
762320.0,2
764120.0,2
214520.0,2
242245.0,2
782135.0,2
223109.0,2
410210.0,2
223515.0,2
613125.0,2
73500.0,2
318120.0,2
721420.0,2
203510.0,2
13700.0,2
773125.0,2
312315.0,2
316105.0,2
612120.0,2
768120.0,2
351735.0,2
141120.0,2
201210.0,2
223102.0,2
724425.0,2
122115.0,2
223560.0,2
811205.0,2
352405.0,2
752120.0,2
632110.0,2
111230.0,2
760205.0,2
223224.0,2
841210.0,2
632210.0,2
722230.0,2
253220.0,2
234460.0,2
111305.0,2
821335.0,2
766130.0,2
612205.0,2
316120.0,2
711305.0,2
762105.0,2
985.0,2
223135.0,2
223114.0,2
622620.0,2
314725.0,2
94300.0,2
715520.0,2
223525.0,2
213410.0,2
761235.0,2
773310.0,2
201115.0,2
63800.0,2
516810.0,2
622710.0,2
821230.0,2
731140.0,2
318215.0,2
519945.0,2
122745.0,2
415120.0,2
820210.0,2
861115.0,2
8.0,2
222115.0,2
242225.0,2
213115.0,2
811615.0,1
377215.0,1
811605.0,1
632410.0,1
13500.0,1
811635.0,1
122120.0,1
821240.0,1
811010.0,1
761318.0,1
820120.0,1
213420.0,1
312310.0,1
841448.0,1
203215.0,1
632415.0,1
313405.0,1
722210.0,1
623415.0,1
820110.0,1
811120.0,1
842225.0,1
761360.0,1
643015.0,1
321320.0,1
612510.0,1
122725.0,1
374415.0,1
214735.0,1
761339.0,1
715535.0,1
223216.0,1
213150.0,1
632610.0,1
821310.0,1
776415.0,1
811335.0,1
622735.0,1
213125.0,1
213130.0,1
761420.0,1
811725.0,1
612610.0,1
613415.0,1
612710.0,1
766135.0,1
762115.0,1
223138.0,1
234644.0,1
203320.0,1
761435.0,1
203010.0,1
234755.0,1
111315.0,1
823130.0,1
223152.0,1
761342.0,1
261130.0,1
251235.0,1
113015.0,1
862510.0,1
377210.0,1
811620.0,1
223154.0,1
811625.0,1
612310.0,1
201215.0,1
316340.0,1
631410.0,1
761255.0,1
612615.0,1
823220.0,1
842220.0,1
841444.0,1
832115.0,1
632420.0,1
203415.0,1
992215.0,1
612625.0,1
410.0,1
991205.0,1
622215.0,1
811735.0,1
613105.0,1
377235.0,1
773350.0,1
233220.0,1
768615.0,1
632305.0,1
711240.0,1
842230.0,1
223126.0,1
234215.0,1
762120.0,1
371210.0,1
612620.0,1
214720.0,1
622615.0,1
612415.0,1
782630.0,1
234320.0,1
242230.0,1
623325.0,1
766410.0,1
762330.0,1
261510.0,1
724230.0,1
203115.0,1
223540.0,1
234710.0,1
242215.0,1
251525.0,1
63700.0,1
89000.0,1
842115.0,1
724125.0,1
13300.0,1
621.0,1
6.0,1
821315.0,1
377240.0,1
632315.0,1
21.0,1
451.0,1
841468.0,1
831120.0,1
999.0,1
201220.0,1
193.0,1
632330.0,1
13600.0,1
67200.0,1
954110.0,1
78100.0,1
716220.0,1
214350.0,1
223550.0,1
712130.0,1
52430.0,1
65400.0,1
765215.0,1
13200.0,1
211120.0,1
374115.0,1
223134.0,1
376240.0,1
234608.0,1
612220.0,1
122740.0,1
23900.0,1
23600.0,1
765015.0,1
