iter	MultiClass	Accuracy
928	0.8804197133	0.8567346409
929	0.8792151386	0.8573840759
930	0.878734485	0.8580335108
931	0.8781459566	0.8576438499
932	0.8772595025	0.8580335108
933	0.8765423219	0.8586829458
934	0.8758962816	0.8589427198
935	0.8751030326	0.8588128328
936	0.8747234916	0.8589427198
937	0.8737748562	0.8593323808
938	0.8729467449	0.8601117028
939	0.8725727937	0.8595921548
940	0.8719516729	0.8599818158
941	0.8713814246	0.8598519288
942	0.8707684864	0.8602415898
943	0.8698794669	0.8607611378
944	0.8693575121	0.8611507988
945	0.8688818425	0.8619301208
946	0.86810507	0.8615404598
947	0.8678383993	0.8618002338
948	0.8675587527	0.8618002338
949	0.8671958548	0.8620600078
950	0.866569036	0.8632289908
951	0.8659705467	0.8632289908
952	0.865163942	0.8636186518
953	0.8643472351	0.8636186518
954	0.8636380444	0.8642680868
955	0.862797736	0.8653071828
956	0.8616241384	0.8656968437
957	0.8609326975	0.8658267307
958	0.8603410215	0.8660865047
959	0.8597537206	0.8660865047
960	0.8589658831	0.8660865047
961	0.8583026112	0.8668658267
962	0.8574327187	0.8679049227
963	0.8565970483	0.8675152617
964	0.8561059417	0.8676451487
965	0.8556135105	0.8679049227
966	0.8548530905	0.8680348097
967	0.8537408111	0.8688141317
968	0.8533289295	0.8689440187
969	0.8527272126	0.8693336797
970	0.8521256469	0.8698532277
971	0.8511207138	0.8707624367
972	0.8505641839	0.8703727757
973	0.849536025	0.8705026627
974	0.8488133938	0.8706325497
975	0.84800478	0.8711520977
976	0.8469666396	0.8720613067
977	0.8464222761	0.8724509677
978	0.8459995673	0.8725808547
979	0.8456489597	0.8723210807
980	0.8454033504	0.8729705157
981	0.8444989295	0.8738797246
982	0.8438374554	0.8736199506
983	0.8429177646	0.8733601766
984	0.8425749272	0.8732302896
985	0.8420078107	0.8731004026
986	0.841538163	0.8736199506
987	0.8409130192	0.8742693856
988	0.840536448	0.8743992726
989	0.8399913712	0.8743992726
990	0.8395633152	0.8740096116
991	0.8390580242	0.8743992726
992	0.83864718	0.8743992726
993	0.838200649	0.8749188206
994	0.8374562491	0.8751785946
995	0.8366877603	0.8753084816
996	0.83563324	0.8767372386
997	0.8349013113	0.8767372386
998	0.8344393237	0.8763475776
999	0.8337500779	0.8767372386
