iter	MultiClass	Accuracy
104	1.775032479	0.4107026887
105	1.773063811	0.4135602026
106	1.771048345	0.4147291856
107	1.769086054	0.4147291856
108	1.766851154	0.4158981686
109	1.764391718	0.4161579426
110	1.76337249	0.4171970386
111	1.761516194	0.4181062476
112	1.759360009	0.4194051175
113	1.757047826	0.4217430835
114	1.755279534	0.4214833095
115	1.753188049	0.4225224055
116	1.75166971	0.4223925185
117	1.750159769	0.4230419535
118	1.748374841	0.4235615015
119	1.746543745	0.4248603715
120	1.745216926	0.4252500325
121	1.743081018	0.4269385634
122	1.741032687	0.4271983374
123	1.73972612	0.4294064164
124	1.738451626	0.4294064164
125	1.737145635	0.4294064164
126	1.735542881	0.4303156254
127	1.733431174	0.4312248344
128	1.731699985	0.4325237044
129	1.729527252	0.4334329134
130	1.728298612	0.4348616703
131	1.726866549	0.4339524614
132	1.72527969	0.4344720094
133	1.724032133	0.4349915573
134	1.721485229	0.4355111053
135	1.718851456	0.4373295233
136	1.71700944	0.4378490713
137	1.715550553	0.4388881673
138	1.714478337	0.4392778283
139	1.712078099	0.4418755683
140	1.710565256	0.4426548902
141	1.708458396	0.4426548902
142	1.707375603	0.4425250032
143	1.705810793	0.4438238732
144	1.704567591	0.4442135342
145	1.703291844	0.4448629692
146	1.701399245	0.4447330822
147	1.699474779	0.4444733082
148	1.697972522	0.4464216132
149	1.696741594	0.4466813872
150	1.695370408	0.4469411612
151	1.693059257	0.4479802572
152	1.691215199	0.4499285622
153	1.689976025	0.4492791272
154	1.688280801	0.4508377711
155	1.687280842	0.4514872061
156	1.685651323	0.4526561891
157	1.683546325	0.4530458501
158	1.681438131	0.4533056241
159	1.679763986	0.4547343811
160	1.677903576	0.4557734771
161	1.676664726	0.4562930251
162	1.675164407	0.4572022341
163	1.673154605	0.458371217
164	1.671623143	0.459410313
165	1.669923898	0.459799974
166	1.667701294	0.461358618
167	1.665884704	0.461098844
168	1.664029695	0.461228731
169	1.662823812	0.463177036
170	1.661758916	0.464346019
171	1.659888909	0.464995454
172	1.658187243	0.4653851149
173	1.656112568	0.46473568
174	1.653709412	0.4662943239
175	1.652808585	0.4657747759
176	1.651381976	0.4669437589
177	1.649295062	0.4686322899
178	1.648031808	0.4686322899
179	1.645806322	0.4698012729
180	1.644493087	0.4709702559
181	1.64251185	0.4709702559
182	1.640756855	0.4723990129
183	1.639716878	0.4726587869
184	1.638248457	0.4742174308
185	1.636601224	0.4734381088
186	1.634676931	0.4747369788
187	1.632611278	0.4765553968
188	1.631404024	0.4774646058
189	1.629181191	0.4781140408
190	1.628229607	0.4790232498
191	1.62615459	0.4790232498
192	1.624401102	0.4801922328
193	1.623139202	0.4801922328
194	1.621916631	0.4809715547
195	1.619386317	0.4824003117
196	1.61777563	0.4818807637
197	1.616497765	0.4835692947
198	1.615200377	0.4834394077
199	1.613891224	0.4840888427
200	1.612917099	0.4852578257
201	1.61081413	0.4856474867
202	1.609002991	0.4870762437
203	1.607617585	0.4883751137
204	1.605736923	0.4896739836
205	1.604533709	0.4898038706
206	1.603310628	0.4900636446
207	1.601677134	0.4916222886
208	1.599866921	0.4937004806
209	1.598056848	0.4940901416
210	1.595169311	0.4970775425
211	1.594028022	0.4973373165
212	1.592499251	0.4977269775
213	1.590505945	0.4988959605
214	1.589060183	0.4998051695
215	1.588061259	0.5004546045
216	1.586714554	0.5016235875
217	1.584949439	0.5020132485
218	1.583846885	0.5034420055
219	1.582360949	0.5051305364
220	1.581129315	0.5048707624
221	1.579366959	0.5051305364
222	1.577453932	0.5065592934
223	1.575356538	0.5086374854
224	1.573073423	0.5101961294
225	1.57138438	0.5111053384
226	1.570070122	0.5112352254
227	1.568575915	0.5114949994
228	1.567982279	0.5122743213
229	1.566814054	0.5139628523
230	1.565112389	0.5146122873
231	1.563214808	0.5152617223
232	1.561953703	0.5160410443
233	1.560005039	0.5170801403
234	1.55879695	0.5174698013
235	1.557621569	0.5177295753
236	1.555613643	0.5190284453
237	1.553323653	0.5192882192
238	1.55224369	0.5203273152
239	1.550530703	0.5221457332
240	1.549077766	0.5226652812
241	1.547846278	0.5234446032
242	1.54690592	0.5233147162
243	1.545583627	0.5238342642
244	1.544677539	0.5256526822
245	1.543723863	0.5260423432
246	1.542129458	0.5264320042
247	1.540212403	0.5279906481
248	1.539359958	0.5278607611
249	1.538431649	0.5286400831
250	1.537243285	0.5279906481
251	1.535346744	0.5311079361
252	1.533601734	0.5309780491
253	1.531916508	0.5317573711
254	1.530524397	0.5337056761
255	1.52856967	0.5342252241
256	1.526956978	0.534744772
257	1.526026589	0.535134433
258	1.525139499	0.535134433
259	1.524159526	0.536433303
260	1.522581642	0.537732173
261	1.521581854	0.538381608
262	1.520617623	0.539810365
263	1.519245252	0.540719574
264	1.517962397	0.541498896
265	1.516976181	0.540589687
266	1.51529516	0.541369009
267	1.514363428	0.542278218
268	1.513500216	0.5426678789
269	1.511871795	0.5431874269
270	1.510148512	0.5437069749
271	1.507824854	0.5446161839
272	1.50661743	0.5447460709
273	1.5054886	0.5455253929
274	1.504133469	0.5451357319
275	1.503824462	0.5456552799
276	1.502956655	0.5459150539
277	1.502164292	0.5472139239
278	1.501210817	0.5468242629
279	1.500032433	0.5481231329
280	1.498667717	0.5490323419
281	1.497283002	0.5498116639
282	1.49609115	0.5509806468
283	1.494541229	0.5512404208
284	1.493277113	0.5503312118
285	1.491828829	0.5527990648
286	1.490078357	0.5550071438
287	1.488506723	0.5556565788
288	1.487480132	0.5566956748
289	1.4862708	0.5573451098
290	1.48531812	0.5579945447
291	1.48420068	0.5583842057
292	1.482856291	0.5587738667
293	1.481707277	0.5587738667
294	1.480532983	0.5603325107
295	1.47896754	0.5604623977
296	1.477643788	0.5596830757
297	1.47667505	0.5599428497
298	1.47490973	0.5622808157
299	1.474379062	0.5618911547
300	1.473661728	0.5622808157
301	1.472754035	0.5626704767
302	1.471040439	0.5625405897
303	1.469695461	0.5631900247
304	1.468267592	0.5640992337
305	1.466640388	0.5651383297
306	1.465471753	0.5648785557
307	1.464899733	0.5656578776
308	1.463587268	0.5660475386
309	1.462539345	0.5661774256
310	1.460960437	0.5670866346
311	1.458785614	0.5694246006
312	1.457812724	0.5696843746
313	1.456608416	0.5715027926
314	1.455193188	0.5721522276
315	1.453676521	0.5725418886
316	1.452433482	0.5721522276
317	1.450720427	0.5735809845
318	1.448985315	0.5734510975
319	1.447706476	0.5737108715
320	1.446298274	0.5737108715
321	1.445551072	0.5741005325
322	1.4443238	0.5757890635
323	1.442770882	0.5759189505
324	1.441648663	0.5763086115
325	1.439906891	0.5773477075
326	1.438891779	0.5770879335
327	1.438099035	0.5777373685
328	1.436766296	0.5790362385
329	1.4359012	0.5790362385
330	1.434718355	0.5798155605
331	1.433532477	0.5808546564
332	1.432285318	0.5821535264
333	1.430593997	0.5816339784
334	1.429155165	0.5831926224
335	1.428013389	0.5838420574
336	1.426369533	0.5855305884
337	1.425744889	0.5860501364
338	1.424264202	0.5866995714
339	1.423401069	0.5857903624
340	1.422417464	0.5863099104
341	1.421633105	0.5860501364
342	1.420443772	0.5860501364
343	1.418639575	0.5889076503
344	1.417571729	0.5900766333
345	1.415190757	0.5918950513
346	1.41385198	0.5918950513
347	1.412468488	0.5925444863
348	1.411400327	0.5929341473
349	1.409394568	0.5947525653
350	1.408067402	0.5943629043
351	1.406962813	0.5939732433
352	1.405244438	0.5965709832
353	1.404042574	0.5986491752
354	1.402942573	0.5992986102
355	1.401960606	0.5990388362
356	1.400598115	0.5991687232
357	1.398709472	0.6011170282
358	1.397881332	0.6024158982
359	1.397128517	0.6033251072
360	1.396281277	0.6035848812
361	1.395094081	0.6037147682
362	1.394368286	0.6034549942
363	1.393438122	0.6039745421
364	1.392511463	0.6051435251
365	1.391300193	0.6047538641
366	1.390049705	0.6054032991
367	1.388630272	0.6055331861
368	1.388270781	0.6050136381
369	1.38774243	0.6055331861
370	1.386190266	0.6073516041
371	1.385183765	0.6067021691
372	1.384606592	0.6078711521
373	1.383450162	0.6085205871
374	1.382356162	0.6095596831
375	1.381560257	0.6105987791
376	1.380370911	0.6105987791
377	1.378993022	0.612547084
378	1.377655687	0.613196519
379	1.376638557	0.613975841
380	1.375373305	0.613716067
381	1.374818558	0.614105728
382	1.372927217	0.615534485
383	1.371340354	0.617093129
384	1.369654864	0.617742564
385	1.368049975	0.618002338
386	1.366383604	0.6194310949
387	1.365143512	0.618391999
388	1.364676176	0.618262112
389	1.363871655	0.618521886
390	1.363174098	0.618911547
391	1.362173006	0.6196908689
392	1.361277134	0.6206000779
393	1.360360132	0.6203403039
394	1.358936596	0.6213793999
395	1.357797114	0.6218989479
396	1.35654442	0.6229380439
397	1.35519484	0.6228081569
398	1.354493646	0.6231978179
399	1.353211253	0.6242369139
400	1.351786269	0.6255357839
401	1.350629038	0.6251461229
402	1.349650417	0.6254058969
403	1.348786081	0.6260553319
404	1.347743323	0.6265748799
405	1.346792091	0.6269645408
406	1.345991141	0.6277438628
407	1.344875328	0.6276139758
408	1.344004182	0.6287829588
409	1.343096782	0.6293025068
410	1.342055283	0.6282634108
411	1.341354681	0.6296921678
412	1.339761019	0.6299519418
413	1.338961031	0.6291726198
414	1.338039309	0.6291726198
415	1.33706758	0.6300818288
416	1.336066878	0.6309910378
417	1.335136327	0.6317703598
418	1.334434345	0.6321600208
419	1.332884233	0.6326795688
420	1.332138444	0.6330692298
421	1.331284826	0.6326795688
422	1.330617579	0.6333290038
423	1.328884257	0.6344979868
424	1.327776695	0.6351474217
425	1.326528358	0.6361865177
426	1.324981933	0.6361865177
427	1.323613426	0.6365761787
428	1.323043328	0.6370957267
429	1.321624376	0.6377451617
430	1.320822046	0.6383945967
431	1.319802313	0.6385244837
432	1.319433489	0.6385244837
433	1.317560922	0.6391739187
434	1.31650144	0.6399532407
435	1.315630686	0.6412521107
436	1.314348939	0.6415118847
437	1.313224885	0.6421613197
438	1.312029084	0.6438498506
439	1.311311252	0.6446291726
440	1.310370813	0.6456682686
441	1.309417525	0.6455383816
442	1.308730768	0.6463177036
443	1.307069909	0.6467073646
444	1.305889689	0.6464475906
445	1.304855545	0.6473567996
446	1.303312808	0.6490453306
447	1.302068026	0.6494349916
448	1.300821651	0.6500844265
449	1.299846623	0.6502143135
450	1.298944367	0.6509936355
451	1.298187304	0.6512534095
452	1.296772811	0.6517729575
453	1.296113342	0.6512534095
454	1.295084202	0.6517729575
455	1.29410825	0.6532017145
456	1.292631901	0.6537212625
457	1.291152937	0.6543706975
458	1.290091573	0.6551500195
459	1.289144433	0.6552799065
460	1.28806676	0.6564488895
461	1.286806249	0.6574879855
462	1.285888014	0.6576178725
463	1.285048159	0.6580075334
464	1.283951558	0.6577477594
465	1.28301561	0.6590466294
466	1.281759101	0.6595661774
467	1.280190238	0.6606052734
468	1.279411399	0.6612547084
469	1.278361171	0.6611248214
470	1.277584807	0.6615144824
471	1.27618741	0.6626834654
472	1.275638046	0.6629432394
473	1.274428449	0.6639823354
474	1.273176206	0.6641122224
475	1.271809072	0.6651513184
476	1.271318808	0.6648915444
477	1.270679333	0.6648915444
478	1.268987738	0.6656708663
479	1.268595679	0.6655409793
480	1.267487475	0.6658007533
481	1.266218856	0.6663203013
482	1.265269536	0.6669697363
483	1.263798598	0.6678789453
484	1.263225172	0.6680088323
485	1.262457922	0.6682686063
486	1.261489739	0.6685283803
487	1.26046269	0.6694375893
488	1.259417094	0.6709962333
489	1.258730537	0.6711261203
490	1.257720815	0.6712560073
491	1.256706816	0.6719054423
492	1.255718026	0.6726847643
493	1.254951508	0.6729445383
494	1.254227379	0.6739836342
495	1.253553298	0.6735939732
496	1.252465446	0.6745031822
497	1.251339909	0.6750227302
498	1.250660101	0.6760618262
499	1.249824266	0.6755422782
500	1.248545191	0.6764514872
501	1.247362025	0.6768411482
502	1.24608322	0.6781400182
503	1.244356244	0.6785296792
504	1.243551758	0.6787894532
505	1.242394719	0.6786595662
506	1.241499176	0.6794388882
507	1.240735467	0.6806078712
508	1.239581241	0.6811274191
509	1.238198033	0.6808676451
510	1.237090297	0.6821665151
511	1.236442027	0.6821665151
512	1.234980766	0.6842447071
513	1.233908697	0.6855435771
514	1.232568356	0.6864527861
515	1.232354742	0.6867125601
516	1.23179102	0.6861930121
517	1.230141006	0.6873619951
518	1.229102966	0.6872321081
519	1.228167213	0.6880114301
520	1.227281449	0.6893103
521	1.226593046	0.689959735
522	1.225453629	0.690868944
523	1.224532517	0.690739057
524	1.223821726	0.690998831
525	1.22305719	0.691128718
526	1.222302007	0.692037927
527	1.22074441	0.692687362
528	1.219795756	0.693077023
529	1.218308744	0.694765554
530	1.21779409	0.694246006
531	1.216852059	0.695414989
532	1.216409088	0.69580465
533	1.215282052	0.695155215
534	1.214455129	0.696064424
535	1.213455297	0.6971035199
536	1.212246714	0.6972334069
537	1.211502617	0.6973632939
538	1.210602482	0.6974931809
539	1.208886959	0.6986621639
540	1.208075528	0.6989219379
541	1.206838886	0.6994414859
542	1.205367197	0.6997012599
543	1.204709414	0.6993115989
544	1.203522526	0.6999610339
545	1.202372569	0.6998311469
546	1.201129588	0.7008702429
547	1.200854426	0.7013897909
548	1.200158467	0.7010001299
549	1.19923223	0.7021691129
550	1.198423149	0.7022989999
551	1.197085397	0.7037277569
552	1.196154648	0.7043771918
553	1.19477607	0.7061956098
554	1.194410639	0.7056760618
555	1.193573655	0.7065852708
556	1.192600001	0.7071048188
557	1.191589195	0.7068450448
558	1.190897358	0.7074944798
559	1.189722769	0.7080140278
560	1.18882606	0.7091830108
561	1.187856715	0.7086634628
562	1.186973315	0.7090531238
563	1.185773076	0.7099623328
564	1.185047716	0.7112612028
565	1.183967568	0.7119106377
566	1.183057975	0.7124301857
567	1.182017771	0.7132095077
568	1.181068948	0.7141187167
569	1.179805991	0.7142486037
570	1.179168512	0.7143784907
571	1.178431274	0.7151578127
572	1.177289846	0.7159371347
573	1.176431862	0.7152876997
574	1.175380489	0.7159371347
575	1.174718614	0.7161969087
576	1.173405641	0.7178854397
577	1.172312592	0.7178854397
578	1.171469345	0.7180153267
579	1.170502234	0.7181452137
580	1.169196364	0.7193141966
581	1.168197154	0.7217820496
582	1.167079407	0.7225613716
583	1.165668711	0.7234705806
584	1.164625191	0.7228211456
585	1.163644855	0.7234705806
586	1.162165885	0.7236004676
587	1.161261223	0.7250292246
588	1.160555757	0.7251591116
589	1.159822166	0.7259384336
590	1.158868669	0.7261982076
591	1.158331555	0.7261982076
592	1.157053535	0.7271074165
593	1.15572225	0.7277568515
594	1.15480566	0.7280166255
595	1.153577176	0.7289258345
596	1.152747691	0.7285361735
597	1.151743414	0.7291856085
598	1.150702793	0.7303545915
599	1.14956051	0.7311339135
600	1.147807787	0.7325626705
601	1.146373404	0.7333419925
602	1.145536607	0.7339914275
603	1.144934496	0.7343810885
604	1.144004643	0.7351604104
605	1.143454505	0.7352902974
606	1.142349018	0.7360696194
607	1.141360408	0.7368489414
608	1.139880613	0.7373684894
609	1.13917246	0.7376282634
610	1.138009526	0.7391869074
611	1.136506154	0.7387972464
612	1.135508061	0.7393167944
613	1.134568726	0.7411352124
614	1.133724274	0.7410053254
615	1.132553826	0.7408754384
616	1.13189089	0.7402260034
617	1.131198729	0.7407455514
618	1.129553911	0.7437329523
619	1.128446839	0.7438628393
620	1.127370014	0.7446421613
621	1.126537273	0.7441226133
622	1.125444366	0.7454214833
623	1.124298555	0.7456812573
624	1.123402916	0.7464605793
625	1.122785764	0.7467203533
626	1.121427655	0.7468502403
627	1.120223355	0.7476295623
628	1.119941268	0.7485387713
629	1.119461943	0.7477594493
630	1.118718827	0.7480192233
631	1.117725427	0.7485387713
632	1.11698816	0.7494479803
633	1.116369558	0.7500974152
634	1.115101508	0.7516560592
635	1.113997373	0.7517859462
636	1.112435215	0.7516560592
637	1.111373659	0.7533445902
638	1.11072792	0.7533445902
639	1.110347476	0.7539940252
640	1.109110912	0.7541239122
641	1.107988856	0.7559423302
642	1.107167098	0.7552928952
643	1.106187615	0.7558124432
644	1.105269275	0.7555526692
645	1.10461822	0.7559423302
646	1.103561182	0.7567216522
647	1.102578432	0.7571113132
648	1.101732881	0.7578906351
649	1.100485885	0.7598389401
650	1.09960497	0.7604883751
651	1.09863591	0.7606182621
652	1.097733312	0.7606182621
653	1.096286385	0.7610079231
654	1.096088324	0.7611378101
655	1.094830422	0.7615274711
656	1.093998427	0.7621769061
657	1.093062627	0.7620470191
658	1.092408846	0.7636056631
659	1.091905465	0.7643849851
660	1.090833984	0.7649045331
661	1.090166585	0.7643849851
662	1.088867779	0.7645148721
663	1.088307097	0.7649045331
664	1.087802837	0.765424081
665	1.086426176	0.765943629
666	1.085113167	0.76633329
667	1.084492854	0.76763216
668	1.083598818	0.767372386
669	1.082858113	0.767891934
670	1.082357098	0.768021821
671	1.081670991	0.768801143
672	1.081030917	0.76893103
673	1.079822393	0.769450578
674	1.079299604	0.770359787
675	1.078656557	0.771398883
676	1.077842737	0.771139109
677	1.07705045	0.770879335
678	1.07620866	0.771918431
679	1.074883177	0.772437979
680	1.07417287	0.77282764
681	1.073590178	0.7737368489
682	1.073127064	0.7734770749
683	1.072026965	0.7751656059
684	1.070982753	0.7749058319
685	1.069661767	0.7746460579
686	1.069011887	0.7755552669
687	1.067902156	0.7763345889
688	1.067388634	0.7756851539
689	1.066700727	0.7756851539
690	1.065901032	0.7749058319
691	1.06469924	0.7756851539
692	1.064139153	0.7768541369
693	1.06276848	0.7780231199
694	1.062550821	0.7777633459
695	1.061432336	0.7785426679
696	1.060640578	0.7791921029
697	1.059908633	0.7793219899
698	1.059136516	0.7790622159
699	1.058027202	0.7803610859
700	1.057184951	0.7808806338
701	1.055860631	0.7814001818
702	1.055056392	0.7807507469
703	1.054587967	0.7806208599
704	1.053695263	0.7810105208
705	1.052728813	0.7812702948
706	1.0516177	0.7816599558
707	1.050896152	0.7828289388
708	1.050285817	0.7837381478
709	1.049375662	0.7843875828
710	1.048692036	0.7842576958
711	1.047590874	0.7846473568
712	1.046770441	0.7851669048
713	1.045710208	0.7862060008
714	1.04467169	0.7869853228
715	1.043815984	0.7868554358
716	1.043052645	0.7872450968
717	1.0419631	0.7875048708
718	1.040935297	0.7884140798
719	1.040461629	0.7886738537
720	1.039330656	0.7895830627
721	1.038964305	0.7899727237
722	1.038245652	0.7899727237
723	1.037157679	0.7912715937
724	1.036316439	0.7914014807
725	1.035608549	0.7911417067
726	1.034694698	0.7907520457
727	1.034096356	0.7910118197
728	1.033146734	0.7919210287
729	1.031810589	0.7930900117
730	1.030515131	0.7934796727
731	1.029845747	0.7941291077
732	1.028655158	0.7938693337
733	1.028114506	0.7937394467
734	1.026880104	0.7949084297
735	1.026005432	0.7951682037
736	1.025262675	0.7954279777
737	1.024655605	0.7954279777
738	1.023061806	0.7959475257
739	1.022167998	0.7960774127
740	1.021733311	0.7962072996
741	1.021002841	0.7972463956
742	1.020198603	0.7972463956
743	1.019539374	0.7977659436
744	1.018524234	0.7981556046
745	1.017954584	0.7976360566
746	1.017187211	0.7977659436
747	1.016482746	0.7981556046
748	1.015582342	0.7984153786
749	1.014979728	0.7991947006
750	1.014553891	0.7998441356
751	1.013520806	0.7991947006
752	1.012627788	0.8001039096
753	1.011613962	0.8011430056
754	1.011247398	0.8006234576
755	1.010098302	0.8016625536
756	1.009144672	0.8023119886
757	1.008639675	0.8027016496
758	1.007757233	0.8023119886
759	1.006869617	0.8025717626
760	1.005749347	0.8038706325
761	1.00507581	0.8045200675
762	1.004092732	0.8054292765
763	1.003455613	0.8055591635
764	1.002586306	0.8056890505
765	1.001552848	0.8058189375
766	1.000734129	0.8065982595
767	1.00014205	0.8065982595
768	0.9995901074	0.8069879205
769	0.9989034441	0.8080270165
770	0.9981849507	0.8078971295
771	0.9973406363	0.8086764515
772	0.9967403163	0.8085465645
773	0.9961655273	0.8081569035
774	0.9949498306	0.8088063385
775	0.994570846	0.8097155475
776	0.9932071993	0.8097155475
777	0.9926000514	0.8102350955
778	0.9918831409	0.8102350955
779	0.991178332	0.8104948695
780	0.9905608078	0.8103649825
781	0.9893842627	0.8106247565
782	0.9888204696	0.8111443045
783	0.9877971279	0.8117937394
784	0.9869272883	0.8117937394
785	0.9862445988	0.8120535134
786	0.9853225416	0.8134822704
787	0.9842820936	0.8136121574
788	0.9837604079	0.8143914794
789	0.9831102229	0.8141317054
790	0.9823493349	0.8133523834
791	0.9817020023	0.8136121574
792	0.9804219841	0.8145213664
793	0.9797426368	0.8147811404
794	0.979306692	0.8149110274
795	0.9787515551	0.8154305754
796	0.9781452519	0.8160800104
797	0.9775337821	0.8160800104
798	0.9767252094	0.8158202364
799	0.9755163377	0.8168593324
800	0.9745132338	0.8167294454
801	0.9735347832	0.8169892194
802	0.9730241374	0.8173788804
803	0.9719104459	0.8173788804
804	0.9711011206	0.8180283154
805	0.9705012139	0.8182880894
806	0.9694387	0.8176386544
807	0.9685719776	0.8188076374
808	0.9677100093	0.8195869593
809	0.9664380061	0.8199766203
810	0.9656354773	0.8201065073
811	0.9649854888	0.8206260553
812	0.9638101465	0.8203662813
813	0.9631170776	0.8210157163
814	0.9625346365	0.8214053773
815	0.9613916568	0.8220548123
816	0.9606241868	0.8225743603
817	0.960215403	0.8229640213
818	0.9590964239	0.8228341343
819	0.958645247	0.8232237953
820	0.9577820466	0.8237433433
821	0.9566538417	0.8238732303
822	0.9557550629	0.8241330043
823	0.9549171923	0.8243927783
824	0.9540829874	0.8249123263
825	0.9535161489	0.8251721003
826	0.9527563987	0.8251721003
827	0.9521282869	0.8258215353
828	0.9512581187	0.8262111963
829	0.9506128555	0.8275100662
830	0.9499809173	0.8276399532
831	0.9496466487	0.8278997272
832	0.9486620729	0.8286790492
833	0.9483099827	0.8293284842
834	0.9475837187	0.8288089362
835	0.9469709209	0.8290687102
836	0.9464921824	0.8291985972
837	0.9458079463	0.8291985972
838	0.9448598899	0.8295882582
839	0.9439090573	0.8298480322
840	0.9432904073	0.8286790492
841	0.9422693839	0.8299779192
842	0.9414803637	0.8301078062
843	0.9407497202	0.8306273542
844	0.9402117228	0.8308871282
845	0.9396905036	0.8312767892
846	0.9388837311	0.8311469022
847	0.937855281	0.8321859982
848	0.9371912231	0.8324457722
849	0.9358272972	0.8330952072
850	0.9348994856	0.8332250942
851	0.9343298921	0.8337446422
852	0.9333808135	0.8342641902
853	0.9322619865	0.8341343032
854	0.9312358266	0.8332250942
855	0.9304210206	0.8345239642
856	0.9299466824	0.8351733991
857	0.9296478216	0.8351733991
858	0.9289437617	0.8354331731
859	0.9283981338	0.8356929471
860	0.9280675579	0.8362124951
861	0.9274576996	0.8360826081
862	0.9264284447	0.8363423821
863	0.9260775019	0.8369918171
864	0.9255052793	0.8371217041
865	0.9246577588	0.8364722691
866	0.9238641106	0.8366021561
867	0.923407197	0.8372515911
868	0.9226810393	0.8379010261
869	0.9222219255	0.8376412521
870	0.9218462013	0.8379010261
871	0.9212183431	0.8389401221
872	0.9205020302	0.8379010261
873	0.9199598144	0.8381608001
874	0.9195172208	0.8376412521
875	0.9186855948	0.8380309131
876	0.917520262	0.8391998961
877	0.9168588684	0.8398493311
878	0.9160291126	0.8397194441
879	0.9150640502	0.8407585401
880	0.9142887349	0.8401091051
881	0.9135027863	0.8408884271
882	0.9125458209	0.8419275231
883	0.9121470017	0.842317184
884	0.9115641846	0.842317184
885	0.9109442948	0.843096506
886	0.909904295	0.843226393
887	0.9091136171	0.842706845
888	0.9080905196	0.842966619
889	0.9072552908	0.843745941
890	0.9067851621	0.843875828
891	0.9060698835	0.844135602
892	0.9054366625	0.844395376
893	0.9052972202	0.844265489
894	0.9046499843	0.844135602
895	0.9036834302	0.844135602
896	0.9027187262	0.845174698
897	0.9020696572	0.845564359
898	0.9017841324	0.84595402
899	0.9013072582	0.845694246
900	0.9003145218	0.84725289
901	0.8997104057	0.847902325
902	0.8989972477	0.847772438
903	0.898133844	0.848032212
904	0.897586861	0.848681647
905	0.8971345728	0.848032212
906	0.8965122056	0.848291986
907	0.8955149537	0.849460969
908	0.8950620632	0.849201195
909	0.8946321262	0.849331082
910	0.8941208389	0.849590856
911	0.8935627167	0.849590856
912	0.8929481612	0.8501104039
913	0.8921418684	0.8505000649
914	0.8908906111	0.8514092739
915	0.8897917281	0.8520587089
916	0.8894576082	0.8530978049
917	0.8887118349	0.8534874659
918	0.8877410419	0.8534874659
919	0.8869011015	0.8545265619
920	0.8862650829	0.8546564489
921	0.8853900554	0.8543966749
922	0.8849192643	0.8545265619
923	0.8844173749	0.8549162229
924	0.8835838169	0.8551759969
925	0.8822650662	0.8560852059
926	0.8819396351	0.8559553189
927	0.8811333403	0.8569944149
