iter	MultiClass	Accuracy
923	0.881835779	0.8592024938
924	0.8811042389	0.8590726068
925	0.8798467835	0.8603714768
926	0.879073927	0.8599818158
927	0.8782953489	0.8605013638
928	0.8778726158	0.8601117028
929	0.8770811594	0.8603714768
930	0.8762230305	0.8615404598
931	0.8754715182	0.8618002338
932	0.8745079619	0.8625795558
933	0.8735349408	0.8615404598
934	0.8725625923	0.8621898948
935	0.8718591397	0.8628393298
936	0.8713286622	0.8627094428
937	0.8703552026	0.8624496688
938	0.8696753631	0.8629692168
939	0.868904736	0.8632289908
940	0.8683072531	0.8629692168
941	0.8678044629	0.8624496688
942	0.8672035228	0.8629692168
943	0.8665756965	0.8633588778
944	0.8657235322	0.8640083128
945	0.8649211635	0.8646577478
946	0.8639783743	0.8647876348
947	0.8634968968	0.8643979738
948	0.8631493807	0.8640083128
949	0.8624392358	0.8645278608
950	0.8620086066	0.8647876348
951	0.8613142042	0.8649175218
952	0.8606925477	0.8651772958
953	0.8600541082	0.8655669567
954	0.8593266173	0.8655669567
955	0.8587223818	0.8660865047
956	0.8578480015	0.8666060527
957	0.8574074535	0.8669957137
958	0.8566486163	0.8675152617
959	0.8558774287	0.8680348097
960	0.8549870309	0.8681646967
961	0.8542960807	0.8686842447
962	0.8537183807	0.8694635667
963	0.8530472953	0.8695934537
964	0.8522796877	0.8703727757
965	0.8518919799	0.8708923237
966	0.8509279326	0.8707624367
967	0.8500676775	0.8710222107
968	0.8496808277	0.8707624367
969	0.8493462955	0.8701130017
970	0.8489806979	0.8708923237
971	0.8484400379	0.8712819847
972	0.8476359362	0.8714118717
973	0.8467796906	0.8723210807
974	0.8460653063	0.8721911937
975	0.8453660984	0.8731004026
976	0.8443130505	0.8742693856
977	0.843903709	0.8743992726
978	0.843387988	0.8747889336
979	0.8429965691	0.8745291596
980	0.8422297182	0.8747889336
981	0.8414974453	0.8747889336
982	0.8408375388	0.8750487076
983	0.8400059145	0.8754383686
984	0.8390385506	0.8756981426
985	0.8384532856	0.8756981426
986	0.8380135182	0.8763475776
987	0.8374531865	0.8767372386
988	0.8370671156	0.8767372386
989	0.8361037788	0.8773866736
990	0.8356530272	0.8782958826
991	0.8350689384	0.8779062216
992	0.834652108	0.8779062216
993	0.8342376962	0.8776464476
994	0.8334288041	0.8784257696
995	0.83324094	0.8785556566
996	0.8321828306	0.8790752046
997	0.8316929895	0.8786855436
998	0.8312310249	0.8788154306
999	0.830556668	0.8786855436
